playerID,yearID,AB,R,H,2B,3B,HR,RBI,BB,SO,IBB,HBP,SF,OBP,SLG,OPS,OPS+,Result
larueja01,2005,361,38,94,27,0,14,60,41,101,7,13,2,0.355,0.452,0.806,115,0.324
lawribr01,2012,494,73,135,26,3,11,48,33,86,0,5,2,0.324,0.405,0.729,102,0.315
lawribr01,2013,401,41,102,18,3,11,46,30,68,1,7,3,0.315,0.397,0.712,99,0.301
lawribr01,2014,259,27,64,9,0,12,38,16,49,0,5,2,0.301,0.421,0.722,105,0.299
lawribr01,2015,562,64,146,29,3,16,60,28,144,1,5,4,0.299,0.407,0.706,95,0.31
lawribr01,2016,351,35,87,22,0,12,36,30,109,2,2,1,0.31,0.413,0.723,95,0.353
lawtoma02,1999,406,58,105,18,0,7,54,57,42,7,6,7,0.353,0.355,0.708,84,0.405
lawtoma02,2000,561,84,171,44,2,13,88,91,63,8,7,5,0.405,0.46,0.865,123,0.396
lawtoma02,2001,376,71,110,25,0,10,51,63,46,6,3,2,0.396,0.439,0.835,122,0.342
lawtoma02,2002,416,71,98,19,2,15,57,59,34,0,8,0,0.342,0.399,0.741,99,0.343
lawtoma02,2003,374,57,93,19,0,15,53,47,47,0,7,1,0.343,0.42,0.762,103,0.366
lawtoma02,2004,591,109,164,25,0,20,70,74,84,3,11,4,0.366,0.421,0.787,108,0.38
lawtoma02,2005,374,53,102,28,1,10,44,58,61,0,9,4,0.38,0.433,0.813,118,0.342
lecroma01,2003,345,39,99,19,0,17,64,25,82,1,4,0,0.342,0.49,0.832,119,0.321
lecroma01,2004,264,25,71,14,0,9,39,16,60,0,5,2,0.321,0.424,0.745,95,0.354
lecroma01,2005,304,33,79,5,0,17,50,41,85,2,4,1,0.354,0.444,0.798,113,0.346
ledeeri01,1999,250,45,69,13,5,9,40,28,73,5,0,2,0.346,0.476,0.822,110,0.317
ledeeri01,2000,213,23,50,6,3,4,38,25,50,2,1,1,0.317,0.347,0.664,71,0.303
ledeeri01,2001,242,33,56,21,1,2,36,23,58,0,3,3,0.303,0.351,0.654,73,0.342
ledeeri01,2002,203,33,46,13,1,8,23,35,50,0,1,1,0.342,0.419,0.76,104,0.334
ledeeri01,2003,255,37,63,15,2,13,46,34,59,5,0,1,0.334,0.475,0.809,113,0.335
ledeeri01,2005,237,31,66,16,1,7,39,20,55,1,3,6,0.335,0.443,0.778,107,0.312
leeca01,1999,492,66,144,32,2,16,84,13,72,0,4,7,0.312,0.463,0.775,97,0.345
leeca01,2000,572,107,172,29,2,24,92,38,94,1,3,5,0.345,0.484,0.829,111,0.321
leeca01,2001,558,75,150,33,3,24,84,38,85,2,6,2,0.321,0.468,0.789,106,0.359
leeca01,2002,492,82,130,26,2,26,80,75,73,4,2,7,0.359,0.484,0.843,125,0.331
leeca01,2003,623,100,181,35,1,31,113,37,91,2,4,7,0.331,0.499,0.83,118,0.366
leeca01,2004,591,103,180,37,0,31,99,54,86,3,7,6,0.366,0.525,0.891,132,0.324
leeca01,2005,618,85,164,41,0,32,114,57,87,7,2,11,0.324,0.487,0.811,114,0.369
leeca01,2006,236,42,76,19,1,9,35,20,26,2,0,4,0.369,0.525,0.895,131,0.347
leeca01,2006,388,60,111,18,0,28,81,38,39,4,2,7,0.347,0.549,0.896,130,0.354
leeca01,2007,627,93,190,43,1,32,119,53,63,10,4,13,0.354,0.528,0.882,130,0.368
leeca01,2008,436,61,137,27,0,28,100,37,49,7,3,5,0.368,0.569,0.937,147,0.343
leeca01,2009,610,65,183,35,1,26,102,41,51,5,3,8,0.343,0.489,0.831,120,0.291
leeca01,2010,605,67,149,29,1,24,89,37,59,1,3,4,0.291,0.417,0.708,93,0.342
leeca01,2011,585,66,161,38,4,18,94,59,60,8,3,6,0.342,0.446,0.788,118,0.336
leeca01,2012,292,29,71,12,0,4,48,39,32,2,1,6,0.328,0.325,0.654,83,0.263
leeca01,2012,258,24,74,15,1,5,29,19,17,2,0,0,0.336,0.411,0.747,107,0.328
leede02,1999,218,21,45,9,1,5,20,17,70,1,0,1,0.263,0.326,0.588,51,0.368
leede02,2000,477,70,134,18,3,28,70,63,123,6,4,2,0.368,0.507,0.875,123,0.346
leede02,2001,561,83,158,37,4,21,75,50,126,1,8,6,0.346,0.474,0.82,115,0.378
leede02,2002,581,95,157,35,7,27,86,98,164,8,5,4,0.378,0.494,0.872,133,0.379
leede02,2003,539,91,146,31,2,31,92,88,131,7,10,6,0.379,0.508,0.888,134,0.356
leede02,2004,605,90,168,39,1,32,98,68,128,4,8,5,0.356,0.504,0.86,124,0.418
leede02,2005,594,120,199,50,3,46,107,85,109,23,5,7,0.418,0.662,1.08,185,0.4
leede02,2007,567,91,180,43,1,22,82,71,114,8,9,3,0.4,0.513,0.913,140,0.361
leede02,2008,623,93,181,41,3,20,90,71,119,3,0,4,0.361,0.462,0.823,119,0.393
leede02,2009,532,91,163,36,2,35,111,76,109,6,3,4,0.393,0.579,0.972,157,0.335
leede02,2010,418,63,105,21,0,16,56,52,101,1,2,3,0.335,0.416,0.751,106,0.302
leede02,2011,334,39,82,15,1,12,41,25,83,2,3,2,0.302,0.404,0.706,95,0.337
leetr01,1999,375,57,89,16,2,9,50,58,50,4,0,3,0.337,0.363,0.7,81,0.308
leetr01,2000,224,34,52,13,0,8,40,25,46,1,0,1,0.308,0.397,0.705,80,0.341
leetr01,2001,555,75,143,34,2,20,90,71,109,5,4,9,0.341,0.434,0.775,104,0.331
leetr01,2002,536,55,142,26,2,13,70,54,104,10,0,2,0.331,0.394,0.725,94,0.348
leetr01,2003,542,75,149,37,3,19,70,64,97,4,0,6,0.348,0.459,0.807,113,0.331
leetr01,2005,404,54,110,22,2,12,49,35,66,4,1,1,0.331,0.426,0.757,102,0.312
leetr01,2006,343,35,77,11,2,11,31,42,73,1,2,1,0.312,0.364,0.676,77,0.332
lemahdj01,2012,229,26,68,12,4,2,22,13,42,4,0,2,0.332,0.41,0.742,105,0.311
lemahdj01,2013,404,39,113,21,3,2,28,19,67,2,1,3,0.311,0.361,0.673,89,0.315
lemahdj01,2014,494,59,132,15,5,5,42,33,97,7,2,2,0.315,0.348,0.663,90,0.358
lemahdj01,2015,564,85,170,21,5,6,61,50,107,4,1,2,0.358,0.388,0.746,109,0.416
lemahdj01,2016,552,104,192,32,8,11,66,66,80,2,3,6,0.416,0.495,0.911,148,0.374
lemahdj01,2017,609,95,189,28,4,8,64,59,90,1,6,5,0.374,0.409,0.783,111,0.321
lemahdj01,2018,533,90,147,32,2,15,62,37,82,0,2,7,0.321,0.428,0.749,106,0.375
leonsa01,2016,252,36,78,17,2,7,35,23,66,1,2,2,0.369,0.476,0.845,129,0.29
leonsa01,2017,271,32,61,14,0,7,39,25,74,1,1,3,0.29,0.354,0.644,73,0.232
lewisfr02,2008,468,81,132,25,11,9,40,51,124,3,0,2,0.351,0.44,0.791,111,0.348
lewisfr02,2009,295,49,76,21,3,4,20,36,84,3,5,0,0.348,0.39,0.738,98,0.332
lewisfr02,2010,428,70,112,31,5,8,36,38,104,1,9,4,0.332,0.414,0.745,105,0.363
liebemi01,1999,510,84,153,33,1,31,96,44,86,7,11,8,0.363,0.551,0.914,132,0.352
liebemi01,2000,389,55,108,30,0,15,71,40,53,3,6,3,0.352,0.47,0.822,110,0.349
liebemi01,2002,476,46,133,29,2,15,52,38,58,2,14,2,0.349,0.443,0.792,112,0.373
liebemi01,2003,508,68,159,30,1,13,81,38,59,2,12,3,0.373,0.453,0.825,119,0.335
liebemi01,2004,476,58,129,31,1,17,61,37,69,2,11,4,0.335,0.447,0.783,104,0.336
liebemi01,2005,392,48,103,25,0,12,47,35,35,14,11,5,0.336,0.418,0.755,102,0.316
liebemi01,2006,209,22,57,14,0,9,36,8,19,0,6,2,0.316,0.469,0.784,102,0.278
lindad01,2007,290,34,69,14,0,11,46,16,65,0,1,2,0.278,0.4,0.678,77,0.316
lindad01,2008,326,48,92,16,4,9,40,16,59,3,2,4,0.316,0.439,0.755,100,0.37
lindad01,2009,587,93,179,46,0,35,114,58,110,7,5,4,0.37,0.562,0.932,146,0.287
lindad01,2010,569,57,135,32,3,23,72,38,144,3,3,3,0.287,0.425,0.712,94,0.295
lindad01,2011,499,56,125,16,0,26,87,32,107,4,3,8,0.295,0.439,0.734,102,0.314
lindad01,2012,321,28,82,14,2,11,45,29,61,1,0,3,0.314,0.414,0.729,101,0.357
lindad01,2013,465,67,134,26,1,23,67,51,103,5,1,4,0.357,0.497,0.854,138,0.381
lindad01,2014,290,38,93,24,2,6,40,28,48,3,0,0,0.381,0.479,0.86,145,0.36
lindad01,2015,502,72,139,32,0,20,87,66,100,11,1,3,0.36,0.46,0.82,127,0.286
lindad01,2016,401,48,96,17,0,20,58,26,89,3,1,2,0.286,0.431,0.717,92,0.362
lindad01,2017,267,39,81,14,0,14,59,28,47,5,0,6,0.362,0.513,0.875,132,0.353
lindofr01,2015,390,50,122,22,4,12,51,27,69,0,1,7,0.353,0.482,0.835,130,0.358
lindofr01,2016,604,99,182,30,3,15,78,57,88,3,5,15,0.358,0.435,0.794,115,0.337
lindofr01,2017,651,99,178,44,4,33,89,60,93,6,4,3,0.337,0.505,0.842,123,0.352
lindofr01,2018,661,129,183,42,2,38,92,70,107,7,8,3,0.352,0.519,0.871,138,0.335
loducpa01,2001,460,71,147,28,0,25,90,39,30,2,6,9,0.374,0.543,0.917,140,0.33
loducpa01,2002,580,74,163,38,1,10,64,34,31,2,10,4,0.33,0.402,0.731,96,0.335
loducpa01,2003,568,64,155,34,2,7,52,44,54,6,10,1,0.335,0.377,0.712,90,0.351
loducpa01,2004,349,41,105,18,1,10,49,22,27,0,6,2,0.351,0.444,0.795,109,0.334
loducpa01,2005,445,45,126,23,1,6,57,34,31,5,4,8,0.334,0.38,0.714,92,0.355
loducpa01,2006,512,80,163,39,1,5,49,24,38,0,6,2,0.355,0.428,0.783,104,0.311
loducpa01,2007,445,46,121,18,1,9,54,24,33,4,6,10,0.311,0.378,0.689,82,0.405
loftoke01,1999,465,110,140,28,6,7,39,79,84,2,6,5,0.405,0.432,0.838,117,0.369
loftoke01,2000,543,107,151,23,5,15,73,79,72,3,4,8,0.369,0.422,0.791,104,0.322
loftoke01,2001,517,91,135,21,4,14,66,47,69,1,2,5,0.322,0.398,0.721,90,0.348
loftoke01,2002,352,68,91,20,6,8,42,49,51,0,0,1,0.348,0.418,0.766,105,0.381
loftoke01,2003,208,39,68,13,4,3,20,18,22,2,2,3,0.381,0.471,0.852,126,0.333
loftoke01,2003,339,58,94,19,4,9,26,28,29,1,2,3,0.333,0.437,0.77,104,0.346
loftoke01,2004,276,51,76,10,7,3,18,31,27,1,1,4,0.346,0.395,0.741,96,0.392
loftoke01,2005,367,67,123,15,5,2,36,32,41,2,2,0,0.392,0.42,0.811,119,0.36
loftoke01,2006,469,79,141,15,12,3,41,45,42,1,0,2,0.36,0.403,0.763,100,0.38
loftoke01,2007,317,62,96,16,3,7,23,39,28,1,2,3,0.38,0.438,0.818,117,0.381
loneyja01,2007,344,41,114,18,4,15,67,28,48,5,1,2,0.381,0.538,0.919,141,0.338
loneyja01,2008,595,66,172,35,6,13,90,45,85,6,3,7,0.338,0.434,0.772,106,0.357
loneyja01,2009,576,73,162,25,2,13,90,70,68,10,0,4,0.357,0.399,0.756,103,0.329
loneyja01,2010,588,67,157,41,2,10,88,52,95,9,4,4,0.329,0.395,0.723,99,0.339
loneyja01,2011,531,56,153,30,1,12,65,42,67,7,1,5,0.339,0.416,0.755,110,0.302
loneyja01,2012,334,32,85,18,0,4,33,23,39,7,0,1,0.302,0.344,0.646,80,0.348
loneyja01,2013,549,54,164,33,0,13,75,44,77,6,0,4,0.348,0.43,0.778,118,0.336
loneyja01,2014,600,59,174,27,0,9,69,41,80,2,4,6,0.336,0.38,0.716,105,0.322
loneyja01,2015,361,25,101,16,0,4,32,23,34,5,1,3,0.322,0.357,0.68,90,0.307
loneyja01,2016,343,30,91,16,1,9,34,16,37,3,5,1,0.307,0.397,0.703,91,0.343
longoev01,2008,448,67,122,31,2,27,85,46,122,4,6,8,0.343,0.531,0.874,131,0.364
longoev01,2009,584,100,164,44,0,33,113,72,140,11,8,7,0.364,0.526,0.889,135,0.372
longoev01,2010,574,96,169,46,5,22,104,72,124,12,5,10,0.372,0.507,0.879,140,0.355
longoev01,2011,483,78,118,26,1,31,99,80,93,6,6,5,0.355,0.495,0.85,135,0.369
longoev01,2012,273,39,79,14,0,17,55,33,61,6,3,3,0.369,0.527,0.896,146,0.343
longoev01,2013,614,91,165,39,3,32,88,70,162,10,3,6,0.343,0.498,0.842,134,0.32
longoev01,2014,624,83,158,26,1,22,91,57,133,11,9,9,0.32,0.404,0.724,107,0.328
longoev01,2015,604,74,163,35,1,21,73,51,132,8,6,9,0.328,0.435,0.764,111,0.318
longoev01,2016,633,81,173,41,4,36,98,42,144,6,3,7,0.318,0.521,0.84,124,0.313
longoev01,2017,613,71,160,36,2,20,86,46,109,3,6,12,0.313,0.424,0.737,96,0.281
longoev01,2018,480,51,117,25,4,16,54,22,101,3,5,5,0.281,0.413,0.694,89,0.325
longte01,2000,584,104,168,34,4,18,80,43,77,1,1,3,0.336,0.452,0.788,101,0.335
longte01,2001,629,90,178,37,4,12,85,52,103,8,0,6,0.335,0.412,0.747,97,0.298
longte01,2002,587,71,141,32,4,16,67,48,96,6,2,3,0.298,0.39,0.689,84,0.293
longte01,2003,486,64,119,22,2,14,61,31,67,4,3,2,0.293,0.385,0.678,79,0.335
longte01,2004,288,31,85,19,4,3,28,19,51,4,1,5,0.335,0.42,0.756,98,0.321
longte01,2005,455,62,127,21,3,6,53,30,56,0,0,4,0.321,0.378,0.699,87,0.287
lopezfe01,2002,282,35,64,15,3,8,34,23,90,1,1,1,0.287,0.387,0.673,80,0.314
lopezfe01,2004,264,35,64,18,2,7,31,25,81,0,3,1,0.314,0.405,0.719,88,0.352
lopezfe01,2005,580,97,169,34,5,23,85,57,111,2,1,7,0.352,0.486,0.838,123,0.362
lopezfe01,2006,343,55,92,14,1,9,30,47,66,1,0,1,0.355,0.394,0.749,97,0.308
lopezfe01,2006,274,43,77,13,2,2,22,34,60,0,2,2,0.362,0.365,0.727,92,0.355
lopezfe01,2007,603,70,148,25,6,9,50,53,109,1,4,6,0.308,0.352,0.659,75,0.305
lopezfe01,2008,325,34,76,20,0,2,25,32,54,1,2,2,0.305,0.314,0.619,67,0.407
lopezfe01,2009,345,44,104,18,1,6,25,34,59,3,1,2,0.364,0.412,0.775,108,0.31
lopezfe01,2009,259,44,83,20,2,3,32,37,41,1,1,0,0.407,0.448,0.855,129,0.364
lopezfe01,2010,376,50,87,18,1,7,36,43,77,1,1,2,0.31,0.34,0.651,80,0.375
lopezja01,1999,246,34,78,18,1,11,45,20,41,2,3,0,0.375,0.533,0.908,132,0.337
lopezja01,2000,481,60,138,21,1,24,89,35,80,3,4,5,0.337,0.484,0.822,108,0.322
lopezja01,2001,438,45,117,16,1,17,66,28,82,3,10,5,0.322,0.425,0.747,97,0.299
lopezja01,2002,347,31,81,15,0,11,52,26,63,8,8,4,0.299,0.372,0.67,80,0.378
lopezja01,2003,457,89,150,29,3,43,109,33,90,5,4,1,0.378,0.687,1.065,176,0.37
lopezja01,2004,579,83,183,33,3,23,86,47,97,4,6,6,0.37,0.503,0.872,128,0.322
lopezja01,2005,395,47,110,24,1,15,49,19,68,2,7,2,0.322,0.458,0.78,107,0.314
lopezja01,2006,279,30,74,15,1,8,31,18,60,0,2,0,0.314,0.412,0.727,89,0.263
lopezjo01,2004,207,28,48,13,0,5,22,8,31,0,1,1,0.263,0.367,0.63,64,0.319
lopezjo01,2006,603,78,170,28,8,10,79,26,80,1,9,5,0.319,0.405,0.723,88,0.284
lopezjo01,2007,524,58,132,17,2,11,62,20,64,0,5,3,0.284,0.355,0.639,68,0.322
lopezjo01,2008,644,80,191,41,1,17,89,27,67,5,1,9,0.322,0.443,0.764,103,0.303
lopezjo01,2009,613,69,167,42,0,25,96,24,69,5,6,7,0.303,0.463,0.766,102,0.27
lopezjo01,2010,593,49,142,29,0,10,58,23,66,1,3,3,0.27,0.339,0.609,67,0.272
lopezjo01,2012,213,16,53,13,0,4,28,8,35,0,0,3,0.272,0.366,0.639,76,0.354
loretma01,1999,587,93,170,34,5,5,67,52,59,1,10,6,0.354,0.39,0.744,92,0.35
loretma01,2000,352,49,99,21,1,7,40,37,38,2,1,1,0.35,0.406,0.757,94,0.346
loretma01,2001,384,40,111,14,2,2,29,28,46,0,7,3,0.346,0.352,0.698,87,0.35
loretma01,2002,217,23,58,14,0,2,19,23,32,1,5,1,0.35,0.359,0.709,92,0.372
loretma01,2003,589,74,185,28,4,13,72,54,62,2,3,4,0.372,0.441,0.814,116,0.391
loretma01,2004,620,108,208,47,2,16,76,58,45,3,9,16,0.391,0.495,0.886,132,0.36
loretma01,2005,404,54,113,16,1,3,38,45,34,4,8,4,0.36,0.347,0.707,92,0.345
loretma01,2006,635,75,181,33,0,5,59,49,63,1,12,5,0.345,0.361,0.706,86,0.352
loretma01,2007,460,52,132,23,2,4,41,44,41,0,3,1,0.352,0.372,0.724,93,0.35
loretma01,2008,261,27,73,15,0,4,38,29,30,1,2,5,0.35,0.383,0.733,97,0.317
lowelmi01,1999,308,32,78,15,0,12,47,26,69,1,5,5,0.317,0.419,0.736,88,0.344
lowelmi01,2000,508,73,137,38,0,22,91,54,75,4,9,11,0.344,0.474,0.818,108,0.34
lowelmi01,2001,551,65,156,37,0,18,100,43,79,3,10,10,0.34,0.448,0.789,107,0.346
lowelmi01,2002,597,88,165,44,0,24,92,65,92,5,4,11,0.346,0.471,0.816,117,0.35
lowelmi01,2003,492,76,136,27,1,32,105,56,78,6,3,6,0.35,0.53,0.881,131,0.365
lowelmi01,2004,598,87,175,44,1,27,85,64,77,8,6,3,0.365,0.505,0.87,127,0.298
lowelmi01,2005,500,56,118,36,1,8,58,46,58,1,2,9,0.298,0.36,0.658,76,0.339
lowelmi01,2006,573,79,163,47,1,20,80,47,61,5,4,7,0.339,0.475,0.814,111,0.378
lowelmi01,2007,589,79,191,37,2,21,120,53,71,4,3,8,0.378,0.501,0.879,131,0.338
lowelmi01,2008,419,58,115,27,0,17,73,38,61,2,5,6,0.338,0.461,0.798,112,0.337
lowelmi01,2009,445,54,129,29,1,17,75,33,61,5,1,5,0.337,0.474,0.811,115,0.307
lowelmi01,2010,218,23,52,13,0,5,26,23,34,1,0,3,0.307,0.367,0.674,86,0.339
lowrije01,2008,260,34,67,25,3,2,46,35,68,0,1,8,0.339,0.4,0.739,98,0.303
lowrije01,2011,309,40,78,14,4,6,36,23,60,2,2,6,0.303,0.382,0.685,90,0.331
lowrije01,2012,340,43,83,18,0,16,42,43,65,0,2,2,0.331,0.438,0.769,112,0.344
lowrije01,2013,603,80,175,45,2,15,75,50,91,3,2,4,0.344,0.446,0.791,121,0.321
lowrije01,2014,502,59,125,29,3,6,50,51,79,5,5,6,0.321,0.355,0.676,94,0.312
lowrije01,2015,230,35,51,14,0,9,30,28,43,5,3,2,0.312,0.4,0.712,97,0.314
lowrije01,2016,338,30,89,12,1,2,27,26,65,0,1,4,0.314,0.322,0.637,75,0.36
lowrije01,2017,567,86,157,49,3,14,69,73,100,2,2,3,0.36,0.448,0.808,116,0.353
lucrojo01,2010,277,24,70,9,0,4,26,18,44,1,1,1,0.3,0.329,0.628,74,0.313
lucrojo01,2011,430,45,114,16,1,12,59,29,99,0,2,3,0.313,0.391,0.703,96,0.368
lucrojo01,2012,316,46,101,17,4,12,58,22,44,1,4,3,0.368,0.513,0.881,142,0.34
lucrojo01,2013,521,59,146,25,6,18,82,46,69,2,5,8,0.34,0.455,0.795,122,0.373
lucrojo01,2014,585,73,176,53,2,13,69,66,71,3,2,2,0.373,0.465,0.837,139,0.326
lucrojo01,2015,371,51,98,20,3,7,43,36,64,0,1,6,0.326,0.391,0.717,99,0.359
lucrojo01,2016,338,48,101,17,3,13,50,33,70,3,1,4,0.359,0.482,0.841,127,0.297
lucrojo01,2017,281,27,68,15,0,4,27,19,32,0,4,2,0.297,0.338,0.635,71,0.291
lucrojo01,2018,415,41,100,21,1,4,51,29,65,1,3,6,0.291,0.325,0.617,71,0.305
ludwiry01,2007,303,42,81,22,0,14,52,26,72,1,7,0,0.339,0.479,0.818,114,0.375
ludwiry01,2008,538,104,161,40,3,37,113,62,146,3,8,8,0.375,0.591,0.966,155,0.329
ludwiry01,2009,486,63,129,20,1,22,97,41,106,3,7,4,0.329,0.447,0.775,106,0.301
ludwiry01,2010,281,44,79,20,2,11,43,24,64,0,4,3,0.343,0.484,0.827,126,0.301
ludwiry01,2010,209,19,44,7,0,6,26,24,57,0,4,2,0.301,0.33,0.631,75,0.343
ludwiry01,2011,378,42,90,18,0,11,64,32,87,1,4,5,0.301,0.373,0.674,87,0.346
ludwiry01,2012,422,53,116,28,1,26,80,42,97,3,5,2,0.346,0.531,0.877,140,0.308
ludwiry01,2014,357,28,87,20,0,9,45,31,94,1,4,4,0.308,0.375,0.683,95,0.346
lugoju01,2000,420,78,119,22,5,10,40,37,93,0,4,1,0.346,0.431,0.777,99,0.326
lugoju01,2001,513,93,135,20,3,10,37,46,116,0,5,7,0.326,0.372,0.698,85,0.322
lugoju01,2002,322,45,84,15,1,8,35,28,74,3,2,2,0.322,0.388,0.71,90,0.333
lugoju01,2003,433,58,119,13,4,15,53,35,88,0,4,3,0.333,0.427,0.76,101,0.338
lugoju01,2004,581,83,160,41,4,7,75,54,106,0,5,8,0.338,0.396,0.734,93,0.362
lugoju01,2005,616,89,182,36,6,6,57,61,72,0,6,4,0.362,0.403,0.765,106,0.373
lugoju01,2006,289,53,89,17,1,12,27,27,47,0,3,0,0.373,0.498,0.871,126,0.294
lugoju01,2007,570,71,135,36,2,8,73,48,82,0,0,4,0.294,0.349,0.643,70,0.355
lugoju01,2008,261,27,70,13,0,1,22,34,51,0,4,5,0.355,0.33,0.685,86,0.298
lugoju01,2010,241,26,60,4,2,0,20,15,50,0,2,0,0.298,0.282,0.581,62,0.297
mabryjo01,1999,262,34,64,14,0,9,33,20,60,1,0,1,0.297,0.401,0.698,78,0.363
mabryjo01,2004,240,32,71,11,0,13,40,26,63,5,1,3,0.363,0.504,0.867,126,0.295
mabryjo01,2005,246,26,59,15,1,8,32,20,63,1,0,2,0.295,0.407,0.701,87,0.283
mabryjo01,2006,210,16,43,8,1,5,25,23,57,0,1,3,0.283,0.324,0.607,59,0.314
machama01,2013,667,88,189,51,3,14,71,29,113,0,2,3,0.314,0.432,0.746,108,0.324
machama01,2014,327,38,91,14,0,12,32,20,68,2,3,2,0.324,0.431,0.755,115,0.359
machama01,2015,633,102,181,30,1,35,86,70,111,2,4,4,0.359,0.502,0.861,137,0.343
machama01,2016,640,105,188,40,1,37,96,48,120,9,3,5,0.343,0.533,0.876,134,0.31
machama01,2017,630,81,163,33,1,33,95,50,115,3,1,9,0.31,0.471,0.782,106,0.367
machama01,2018,632,84,188,35,3,37,107,70,104,18,2,5,0.367,0.538,0.905,148,0.334
maciajo01,2001,488,62,131,24,6,8,51,32,54,0,3,3,0.316,0.391,0.707,87,0.294
maciajo01,2002,231,33,59,17,1,7,33,13,44,0,1,3,0.294,0.429,0.723,92,0.273
maciajo01,2003,272,31,65,15,2,4,22,11,45,1,2,1,0.273,0.353,0.626,66,0.319
mackoro01,2001,214,30,57,15,2,4,21,15,52,5,3,3,0.319,0.411,0.73,92,0.328
mackoro01,2002,385,57,94,22,0,16,48,42,120,5,7,2,0.328,0.426,0.754,101,0.319
mackoro01,2004,491,65,121,22,6,17,75,50,114,2,6,7,0.319,0.42,0.739,93,0.337
mackoro01,2005,463,57,126,21,3,9,58,43,100,4,3,1,0.337,0.389,0.726,95,0.365
mackoro01,2006,255,31,74,12,1,5,23,28,59,3,3,2,0.365,0.404,0.769,102,0.354
mackoro01,2007,237,34,66,11,2,6,36,23,53,1,6,2,0.354,0.418,0.772,104,0.321
maldoma01,2012,233,22,62,9,0,8,30,17,56,0,2,0,0.321,0.408,0.729,101,0.282
maldoma01,2015,229,19,48,7,0,4,22,23,65,3,1,2,0.282,0.293,0.575,61,0.332
maldoma01,2016,208,21,42,7,0,8,21,35,56,9,6,1,0.332,0.351,0.683,87,0.276
maldoma01,2017,429,43,95,19,1,14,38,15,119,1,18,1,0.276,0.368,0.645,72,0.284
maldoma01,2018,265,24,59,14,0,5,32,13,73,0,10,1,0.284,0.332,0.616,70,0.293
marisja01,2015,339,46,80,15,4,9,36,18,105,0,5,4,0.281,0.383,0.665,83,0.257
marisja01,2016,287,40,60,18,1,5,21,16,83,0,3,1,0.257,0.331,0.588,59,0.319
marisja01,2017,230,50,56,10,0,16,35,20,90,1,6,1,0.319,0.496,0.815,115,0.275
marisja01,2018,213,34,45,8,1,10,28,15,84,1,4,1,0.275,0.399,0.674,84,0.289
markani01,2006,491,72,143,25,2,16,62,43,72,3,3,2,0.351,0.448,0.799,108,0.362
markani01,2007,637,97,191,43,3,23,112,61,112,5,5,6,0.362,0.485,0.848,122,0.406
markani01,2008,595,106,182,48,1,20,87,99,113,7,2,1,0.406,0.491,0.897,140,0.347
markani01,2009,642,94,188,45,2,18,101,56,98,0,3,10,0.347,0.453,0.801,113,0.37
markani01,2010,629,79,187,45,3,12,60,73,93,9,2,5,0.37,0.436,0.805,122,0.351
markani01,2011,641,72,182,31,1,15,73,62,75,6,7,6,0.351,0.406,0.756,111,0.363
markani01,2012,420,59,125,28,3,13,54,42,51,3,4,5,0.363,0.471,0.834,130,0.329
markani01,2013,634,89,172,24,0,10,59,55,76,3,3,8,0.329,0.356,0.685,93,0.342
markani01,2014,642,81,177,27,1,14,50,62,84,4,4,2,0.342,0.386,0.729,109,0.37
markani01,2015,612,73,181,38,1,3,53,70,83,11,3,1,0.37,0.376,0.746,110,0.346
markani01,2016,599,67,161,38,0,13,89,71,101,9,5,9,0.346,0.397,0.744,103,0.354
markani01,2017,593,76,163,39,1,8,76,68,110,8,6,3,0.354,0.384,0.738,99,0.366
markani01,2018,623,78,185,43,2,14,93,72,80,10,1,9,0.366,0.44,0.806,123,0.356
marreel01,1999,317,32,61,13,1,6,34,18,56,4,1,3,0.236,0.297,0.533,37,0.312
marreel01,2001,203,37,54,11,3,6,23,15,36,2,0,3,0.312,0.438,0.751,97,0.327
marreel01,2002,397,63,104,19,1,18,66,40,72,11,0,4,0.327,0.451,0.777,107,0.374
marreel01,2004,250,37,80,18,1,10,40,23,50,1,1,4,0.374,0.52,0.894,133,0.351
marteke01,2015,219,25,62,14,3,2,17,24,43,0,0,2,0.351,0.402,0.753,110,0.287
marteke01,2016,437,55,113,21,2,1,33,18,84,0,2,6,0.287,0.323,0.61,67,0.345
marteke01,2017,223,30,58,11,2,5,18,29,37,3,1,2,0.345,0.395,0.74,99,0.332
marteke01,2018,520,68,135,26,12,14,59,54,79,3,3,2,0.332,0.437,0.768,111,0.389
martest01,2013,510,83,143,26,10,12,35,25,138,2,24,1,0.343,0.441,0.784,119,0.356
martest01,2014,495,73,144,29,6,13,56,33,131,0,17,0,0.356,0.453,0.808,131,0.337
martest01,2015,579,84,166,30,2,19,81,27,123,3,19,5,0.337,0.444,0.78,116,0.362
martest01,2016,489,71,152,34,5,9,46,23,104,5,16,0,0.362,0.456,0.818,122,0.333
martest01,2017,309,48,85,7,2,7,31,20,63,0,8,2,0.333,0.379,0.712,92,0.327
martest01,2018,559,81,155,32,5,20,72,35,109,2,8,3,0.327,0.46,0.787,115,0.342
martial03,1999,541,97,150,36,8,24,63,49,119,5,1,2,0.337,0.506,0.844,114,0.36
martial03,2000,346,62,106,13,6,11,27,28,54,5,2,2,0.36,0.474,0.834,113,0.33
